
1752575070707,21062,FTP Request - PUT,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-3,,false,,0,0,5,5,ftp://184.168.74.29:21//home/manisha/examplefile.txt (Ascii)  -> C:\Vladan\JMeter\Results11.csv,0,0,0
1752575091769,196,HTTP Request,200,OK,Thread Group 1-3,text,true,,490,116,5,5,https://httpbin.org/get,196,0,0
1752575072767,21069,FTP Request - PUT,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-4,,false,,0,0,5,5,ftp://184.168.74.29:21//home/manisha/examplefile.txt (Ascii)  -> C:\Vladan\JMeter\Results11.csv,0,0,0
1752575093838,508,HTTP Request,200,OK,Thread Group 1-4,text,true,,490,116,5,5,https://httpbin.org/get,507,0,0
1752575075727,21033,FTP Request - PUT,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-5,,false,,0,0,5,5,ftp://184.168.74.29:21//home/manisha/examplefile.txt (Ascii)  -> C:\Vladan\JMeter\Results11.csv,0,0,0
1752575096761,900,HTTP Request,200,OK,Thread Group 1-5,text,true,,490,116,5,5,https://httpbin.org/get,900,0,0
1752575088450,21062,FTP Request - GET,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-1,,false,,0,0,5,5,ftp://184.168.74.29:21//home/manisha/sample_ftp.txt (Ascii)  -> C:\Vladan\JMeter\results_ftp.jtl,0,0,0
1752575090826,21042,FTP Request - GET,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-2,,false,,0,0,5,5,ftp://184.168.74.29:21//home/manisha/sample_ftp.txt (Ascii)  -> C:\Vladan\JMeter\results_ftp.jtl,0,0,0
1752575091966,21079,FTP Request - GET,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-3,,false,,0,0,5,5,ftp://184.168.74.29:21//home/manisha/sample_ftp.txt (Ascii)  -> C:\Vladan\JMeter\results_ftp.jtl,0,0,0
1752575094346,21071,FTP Request - GET,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-4,,false,,0,0,5,5,ftp://184.168.74.29:21//home/manisha/sample_ftp.txt (Ascii)  -> C:\Vladan\JMeter\results_ftp.jtl,0,0,0
1752575097660,21049,FTP Request - GET,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-5,,false,,0,0,5,5,ftp://184.168.74.29:21//home/manisha/sample_ftp.txt (Ascii)  -> C:\Vladan\JMeter\results_ftp.jtl,0,0,0
1752575109514,21070,FTP Request - PUT,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-1,,false,,0,0,5,5,ftp://184.168.74.29:21//home/manisha/examplefile.txt (Ascii)  -> C:\Vladan\JMeter\Results11.csv,0,0,0
1752575111870,21058,FTP Request - PUT,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-2,,false,,0,0,4,4,ftp://184.168.74.29:21//home/manisha/examplefile.txt (Ascii)  -> C:\Vladan\JMeter\Results11.csv,0,0,0
1752575113046,21048,FTP Request - PUT,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-3,,false,,0,0,3,3,ftp://184.168.74.29:21//home/manisha/examplefile.txt (Ascii)  -> C:\Vladan\JMeter\Results11.csv,0,0,0
1752575115417,21052,FTP Request - PUT,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-4,,false,,0,0,2,2,ftp://184.168.74.29:21//home/manisha/examplefile.txt (Ascii)  -> C:\Vladan\JMeter\Results11.csv,0,0,0
1752575118711,21043,FTP Request - PUT,000,java.net.ConnectException: Connection timed out: getsockopt,Thread Group 1-5,,false,,0,0,1,1,ftp://184.168.74.29:21//home/manisha/examplefile.txt (Ascii)  -> C:\Vladan\JMeter\Results11.csv,0,0,0
